﻿IntName,Name,Might,Range,Description,Type,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3,ExclusiveUser4
Guard Lance+Res,Guard Lance+,14,1,Inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack).,Lance,guard,0,HPBoost,5,resBoost,4,,,,,,,,
Spirited Spear,Spirited Spear,10,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Lance,spiritedBoost,4,,,,,,,,,,,,
Spirited Spear+,Spirited Spear+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Lance,spiritedBoost,4,,,,,,,,,,,,
Spirited Spear+Atk,Spirited Spear+,16,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Lance,spiritedBoost,4,HPBoost,5,,,,,,,,,,
Spirited Spear+Spd,Spirited Spear+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Lance,spiritedBoost,4,HPBoost,5,spdBoost,3,,,,,,,,
Spirited Spear+Def,Spirited Spear+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Lance,spiritedBoost,4,HPBoost,5,defBoost,4,,,,,,,,
Spirited Spear+Res,Spirited Spear+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",Lance,spiritedBoost,4,HPBoost,5,resBoost,4,,,,,,,,
Instant Lance,Instant Lance,10,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",Lance,atkBlow,2,defBlow,2,AFUDenial,0,,,,,,,,
Instant Lance+,Instant Lance+,14,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",Lance,atkBlow,2,defBlow,2,AFUDenial,0,,,,,,,,
Instant Lance+Atk,Instant Lance+,16,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",Lance,atkBlow,2,defBlow,2,AFUDenial,0,HPBoost,5,,,,,,
Instant Lance+Spd,Instant Lance+,14,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",Lance,atkBlow,2,defBlow,2,AFUDenial,0,HPBoost,5,spdBoost,3,,,,
Instant Lance+Def,Instant Lance+,14,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",Lance,atkBlow,2,defBlow,2,AFUDenial,0,HPBoost,5,defBoost,4,,,,
Instant Lance+Res,Instant Lance+,14,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",Lance,atkBlow,2,defBlow,2,AFUDenial,0,HPBoost,5,resBoost,4,,,,
Carrot Lance,Carrot Lance,9,1,"If unit initiates attack, unit recovers 4 HP after the battle.",Lance,easterHealA,4,,,,,,,,,,,,
Carrot Lance+,Carrot Lance+,13,1,"If unit initiates attack, unit recovers 4 HP after the battle.",Lance,easterHealA,4,,,,,,,,,,,,
Carrot Lance+Atk,Carrot Lance+,6,1,"After combat, if unit attacked, restores 4 HP.",Lance,easterHealB,4,HPBoost,5,,,,,,,,,,
Carrot Lance+Spd,Carrot Lance+,14,1,"After combat, if unit attacked, restores 4 HP.",Lance,easterHealB,4,HPBoost,5,spdBoost,3,,,,,,,,
Carrot Lance+Def,Carrot Lance+,14,1,"After combat, if unit attacked, restores 4 HP.",Lance,easterHealB,4,HPBoost,5,defBoost,4,,,,,,,,
Carrot Lance+Res,Carrot Lance+,14,1,"After combat, if unit attacked, restores 4 HP.",Lance,easterHealB,4,HPBoost,5,resBoost,4,,,,,,,,
First Bite,First Bite,10,1,Grants allies within 2 spaces Def/Res +2 through their next actions after any combat this unit initiates.,Lance,bridalBuffsA,2,,,,,,,,,,,,
First Bite+,First Bite+,14,1,Grants allies within 2 spaces Def/Res +2 through their next actions after any combat this unit initiates.,Lance,bridalBuffsA,2,,,,,,,,,,,,
First Bite+Atk,First Bite+,16,1,"After combat, if unit attacked, grants Def/Res+5 to unit and allies within 2 spaces of unit for 1 turn.",Lance,bridalBuffsB,2,HPBoost,5,,,,,,,,,,
First Bite+Spd,First Bite+,14,1,"After combat, if unit attacked, grants Def/Res+5 to unit and allies within 2 spaces of unit for 1 turn.",Lance,bridalBuffsB,2,HPBoost,5,spdBoost,3,,,,,,,,
First Bite+Def,First Bite+,14,1,"After combat, if unit attacked, grants Def/Res+5 to unit and allies within 2 spaces of unit for 1 turn.",Lance,bridalBuffsB,2,HPBoost,5,defBoost,4,,,,,,,,
First Bite+Res,First Bite+,14,1,"After combat, if unit attacked, grants Def/Res+5 to unit and allies within 2 spaces of unit for 1 turn.",Lance,bridalBuffsB,2,HPBoost,5,resBoost,4,,,,,,,,
Deft Harpoon,Deft Harpoon,10,1,"At start of combat, if unit’s HP  = 100%, grants Atk/Spd/Def/Res +2, but after combat, if unit attacked, deals 2 damage to unit.",Lance,summerPush,2,,,,,,,,,,,,
Deft Harpoon+,Deft Harpoon+,14,1,"At start of combat, if unit’s HP  = 100%, grants Atk/Spd/Def/Res +2, but after combat, if unit attacked, deals 2 damage to unit.",Lance,summerPush,2,,,,,,,,,,,,
Deft Harpoon+Atk,Deft Harpoon+,16,1,"At start of combat, if unit’s HP  = 100%, grants Atk/Spd/Def/Res +2, but after combat, if unit attacked, deals 2 damage to unit.",Lance,summerPush,2,HPBoost,5,,,,,,,,,,
Deft Harpoon+Spd,Deft Harpoon+,14,1,"At start of combat, if unit’s HP  = 100%, grants Atk/Spd/Def/Res +2, but after combat, if unit attacked, deals 2 damage to unit.",Lance,summerPush,2,HPBoost,5,spdBoost,3,,,,,,,,
Deft Harpoon+Def,Deft Harpoon+,14,1,"At start of combat, if unit’s HP  = 100%, grants Atk/Spd/Def/Res +2, but after combat, if unit attacked, deals 2 damage to unit.",Lance,summerPush,2,HPBoost,5,defBoost,4,,,,,,,,
Deft Harpoon+Res,Deft Harpoon+,14,1,"At start of combat, if unit’s HP  = 100%, grants Atk/Spd/Def/Res +2, but after combat, if unit attacked, deals 2 damage to unit.",Lance,summerPush,2,HPBoost,5,resBoost,4,,,,,,,,
Tannenboom!,Tannenboom!,10,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumStance,2,,,,,,,,,,,,
Tannenboom!+,Tannenboom!+,14,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumStance,2,,,,,,,,,,,,
Tannenboom!+Atk,Tannenboom!+,16,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumStance,2,HPBoost,5,,,,,,,,,,
Tannenboom!+Spd,Tannenboom!+,14,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumStance,2,HPBoost,5,spdBoost,3,,,,,,,,
Tannenboom!+Def,Tannenboom!+,14,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumStance,2,HPBoost,5,defBoost,4,,,,,,,,
Tannenboom!+Res,Tannenboom!+,14,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumStance,2,HPBoost,5,resBoost,4,,,,,,,,
Casa Blanca,Casa Blanca,10,1,"If foe uses bow, dagger, magic, or staff, neutralizes foe’s bonuses (from skills like Fortify, Rally, etc) during combat.",Lance,dullRanged,0,,,,,,,,,,,,
Casa Blanca+,Casa Blanca+,14,1,"If foe uses bow, dagger, magic, or staff, neutralizes foe’s bonuses (from skills like Fortify, Rally, etc) during combat.",Lance,dullRanged,0,,,,,,,,,,,,
Casa Blanca+Atk,Casa Blanca+,16,1,"If foe uses bow, dagger, magic, or staff, neutralizes foe’s bonuses (from skills like Fortify, Rally, etc) during combat.",Lance,dullRanged,0,HPBoost,5,,,,,,,,,,
Casa Blanca+Spd,Casa Blanca+,14,1,"If foe uses bow, dagger, magic, or staff, neutralizes foe’s bonuses (from skills like Fortify, Rally, etc) during combat.",Lance,dullRanged,0,HPBoost,5,spdBoost,3,,,,,,,,
Casa Blanca+Def,Casa Blanca+,14,1,"If foe uses bow, dagger, magic, or staff, neutralizes foe’s bonuses (from skills like Fortify, Rally, etc) during combat.",Lance,dullRanged,0,HPBoost,5,defBoost,4,,,,,,,,
Casa Blanca+Res,Casa Blanca+,14,1,"If foe uses bow, dagger, magic, or staff, neutralizes foe’s bonuses (from skills like Fortify, Rally, etc) during combat.",Lance,dullRanged,0,HPBoost,5,resBoost,4,,,,,,,,
Shell Lance,Shell Lance,10,1,"If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumBlow,2,,,,,,,,,,,,
Shell Lance+,Shell Lance+,14,1,"If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumBlow,2,,,,,,,,,,,,
Shell Lance+Atk,Shell Lance+,16,1,"If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumBlow,2,HPBoost,5,,,,,,,,,,
Shell Lance+Spd,Shell Lance+,14,1,"If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumBlow,2,HPBoost,5,spdBoost,3,,,,,,,,
Shell Lance+Def,Shell Lance+,14,1,"If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumBlow,2,HPBoost,5,defBoost,4,,,,,,,,
Shell Lance+Res,Shell Lance+,14,1,"If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.",Lance,spectrumBlow,2,HPBoost,5,resBoost,4,,,,,,,,
Berkut's Lance,Berkut's Lance,10,1,"If foe initiates combat, grants Res+4 during combat.",Lance,resStance,2,,,,,,,,,,,,
Berkut's Lance+,Berkut's Lance+,14,1,"If foe initiates combat, grants Res+4 during combat.",Lance,resStance,2,,,,,,,,,,,,
Berkut's Lance+Atk,Berkut's Lance+,16,1,"If foe initiates combat, grants Res+4 during combat.",Lance,resStance,3.5,HPBoost,5,,,,,,,,,,
Berkut's Lance+Spd,Berkut's Lance+,14,1,"If foe initiates combat, grants Res+4 during combat.",Lance,resStance,3.5,HPBoost,5,spdBoost,3,,,,,,,,
Berkut's Lance+Def,Berkut's Lance+,14,1,"If foe initiates combat, grants Res+4 during combat.",Lance,resStance,3.5,HPBoost,5,defBoost,4,,,,,,,,
Berkut's Lance+Res,Berkut's Lance+,14,1,"If foe initiates combat, grants Res+4 during combat.",Lance,resStance,3.5,HPBoost,5,resBoost,4,,,,,,,,
Wagasa,Wagasa,10,1,"At start of turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.",Lance,chillDef,3,,,,,,,,,,,,
Wagasa+,Wagasa+,14,1,"At start of turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.",Lance,chillDef,3,,,,,,,,,,,,
Wagasa+Atk,Wagasa+,16,1,"At start of turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.",Lance,chillDef,3,HPBoost,5,,,,,,,,,,
Wagasa+Spd,Wagasa+,14,1,"At start of turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.",Lance,chillDef,3,HPBoost,5,spdBoost,3,,,,,,,,
Wagasa+Def,Wagasa+,14,1,"At start of turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.",Lance,chillDef,3,HPBoost,5,defBoost,4,,,,,,,,
Wagasa+Res,Wagasa+,14,1,"At start of turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.",Lance,chillDef,3,HPBoost,5,resBoost,4,,,,,,,,
It's Curtains…,It's Curtains…,10,1,"At the start of turn 1, grants Special cooldown count-2.",Lance,turn1Pulse,2,,,,,,,,,,,,
It's Curtains…+,It's Curtains…+,14,1,"At the start of turn 1, grants Special cooldown count-2.",Lance,turn1Pulse,2,,,,,,,,,,,,
It's Curtains…+Atk,It's Curtains…+,16,1,"At the start of turn 1, grants Special cooldown count-2.",Lance,turn1Pulse,2,HPBoost,5,,,,,,,,,,
It's Curtains…+Spd,It's Curtains…+,14,1,"At the start of turn 1, grants Special cooldown count-2.",Lance,turn1Pulse,2,HPBoost,5,spdBoost,3,,,,,,,,
It's Curtains…+Def,It's Curtains…+,14,1,"At the start of turn 1, grants Special cooldown count-2.",Lance,turn1Pulse,2,HPBoost,5,defBoost,4,,,,,,,,
It's Curtains…+Res,It's Curtains…+,14,1,"At the start of turn 1, grants Special cooldown count-2.",Lance,turn1Pulse,2,HPBoost,5,resBoost,4,,,,,,,,
Flashing Carrot,Flashing Carrot,10,1,"At start of combat, if foe’s HP = 100%, grants Atk/Spd/Def/Res+2 during combat.",Lance,easterSpectrum,2,,,,,,,,,,,,
Flashing Carrot+,Flashing Carrot+,14,1,"At start of combat, if foe’s HP = 100%, grants Atk/Spd/Def/Res+2 during combat.",Lance,easterSpectrum,2,,,,,,,,,,,,
Flashing Carrot+Atk,Flashing Carrot+,16,1,"At start of combat, if foe’s HP = 100%, grants Atk/Spd/Def/Res+2 during combat.",Lance,easterSpectrum,2,HPBoost,5,,,,,,,,,,
Flashing Carrot+Spd,Flashing Carrot+,14,1,"At start of combat, if foe’s HP = 100%, grants Atk/Spd/Def/Res+2 during combat.",Lance,easterSpectrum,2,HPBoost,5,spdBoost,3,,,,,,,,
Flashing Carrot+Def,Flashing Carrot+,14,1,"At start of combat, if foe’s HP = 100%, grants Atk/Spd/Def/Res+2 during combat.",Lance,easterSpectrum,2,HPBoost,5,defBoost,4,,,,,,,,
Flashing Carrot+Res,Flashing Carrot+,14,1,"At start of combat, if foe’s HP = 100%, grants Atk/Spd/Def/Res+2 during combat.",Lance,easterSpectrum,2,HPBoost,5,resBoost,4,,,,,,,,
Luncheon Lance,Luncheon Lance,10,1,"If foe initiates combat, grants Atk/Def+4 during combat.",Lance,atkStance,2,defStance,2,,,,,,,,,,
Luncheon Lance+,Luncheon Lance+,14,1,"If foe initiates combat, grants Atk/Def+4 during combat.",Lance,atkStance,2,defStance,2,,,,,,,,,,
Luncheon Lance+Atk,Luncheon Lance+,16,1,"If foe initiates combat, grants Atk/Def+4 during combat.",Lance,atkStance,2,defStance,2,HPBoost,5,,,,,,,,
Luncheon Lance+Spd,Luncheon Lance+,14,1,"If foe initiates combat, grants Atk/Def+4 during combat.",Lance,atkStance,2,defStance,2,HPBoost,5,spdBoost,3,,,,,,
Luncheon Lance+Def,Luncheon Lance+,14,1,"If foe initiates combat, grants Atk/Def+4 during combat.",Lance,atkStance,2,defStance,2,HPBoost,5,defBoost,4,,,,,,
Luncheon Lance+Res,Luncheon Lance+,14,1,"If foe initiates combat, grants Atk/Def+4 during combat.",Lance,atkStance,2,defStance,2,HPBoost,5,resBoost,4,,,,,,
Lofty Blossoms,Lofty Blossoms,10,1,"If unit initiates combat, grants Atk/Spd+4 during combat.",Lance,atkBlow,2,spdBlow,2,,,,,,,,,,
Lofty Blossoms+,Lofty Blossoms+,14,1,"If unit initiates combat, grants Atk/Spd+4 during combat.",Lance,atkBlow,2,spdBlow,2,,,,,,,,,,
Lofty Blossoms+Atk,Lofty Blossoms+,16,1,"If unit initiates combat, grants Atk/Spd+4 during combat.",Lance,atkBlow,2,spdBlow,2,HPBoost,5,,,,,,,,
Lofty Blossoms+Spd,Lofty Blossoms+,14,1,"If unit initiates combat, grants Atk/Spd+4 during combat.",Lance,atkBlow,2,spdBlow,2,HPBoost,5,spdBoost,3,,,,,,
Lofty Blossoms+Def,Lofty Blossoms+,14,1,"If unit initiates combat, grants Atk/Spd+4 during combat.",Lance,atkBlow,2,spdBlow,2,HPBoost,5,defBoost,4,,,,,,
Lofty Blossoms+Res,Lofty Blossoms+,14,1,"If unit initiates combat, grants Atk/Spd+4 during combat.",Lance,atkBlow,2,spdBlow,2,HPBoost,5,resBoost,4,,,,,,
Gilt Fork,Gilt Fork,10,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",Lance,steadfast,5,,,,,,,,,,,,
Gilt Fork+,Gilt Fork+,14,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",Lance,steadfast,5,,,,,,,,,,,,
Gilt Fork+Atk,Gilt Fork+,16,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",Lance,steadfast,5,HPBoost,5,,,,,,,,,,
Gilt Fork+Spd,Gilt Fork+,14,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",Lance,steadfast,5,HPBoost,5,spdBoost,3,,,,,,,,
Gilt Fork+Def,Gilt Fork+,14,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",Lance,steadfast,5,HPBoost,5,defBoost,4,,,,,,,,
Gilt Fork+Res,Gilt Fork+,14,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",Lance,steadfast,5,HPBoost,5,resBoost,4,,,,,,,,
Flowing Lance,Flowing Lance,10,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",Lance,pirateWeapon,5,,,,,,,,,,,,
Flowing Lance+,Flowing Lance+,14,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",Lance,pirateWeapon,5,,,,,,,,,,,,
Flowing Lance+Atk,Flowing Lance+,16,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",Lance,pirateWeapon,5,HPBoost,5,,,,,,,,,,
